time	x_f	y_f	z_f	Vx_f	Vy_f	Vz_f	x_nf	y_nf	z_nf	Vx_nf	Vy_nf	Vz_nf	x_kepl	y_kepl	z_kepl	Vx_kepl	Vy_kepl	Vz_kepl
-994.40400	-89.64920	-261.84100	-241.75800	139.79300	297.51800	303.78000	-96.64730	-161.16000	-180.59800	121.44100	102.47000	160.82600	-169.52800	-79.00890	-182.19200	170.69200	22.52320	145.75900
-994.30400	-89.63490	-261.81100	-241.72700	139.79600	297.52800	303.78900	-96.63490	-161.14900	-180.58200	121.45200	102.48700	160.84500	-169.51100	-79.00660	-182.17700	170.71000	22.53140	145.77800
-994.20400	-89.62060	-261.78000	-241.69600	139.79900	297.53800	303.79800	-96.62250	-161.13900	-180.56500	121.46200	102.50400	160.86400	-169.49300	-79.00420	-182.16200	170.72800	22.53960	145.79700
-994.10400	-89.60630	-261.75000	-241.66500	139.80300	297.54700	303.80700	-96.61010	-161.12800	-180.54900	121.47200	102.52100	160.88300	-169.47600	-79.00190	-182.14800	170.74500	22.54780	145.81600
-994.00400	-89.59200	-261.71900	-241.63400	139.80600	297.55700	303.81600	-96.59760	-161.11800	-180.53200	121.48200	102.53800	160.90200	-169.45900	-78.99960	-182.13300	170.76300	22.55600	145.83500
-993.90400	-89.57770	-261.68900	-241.60300	139.80900	297.56700	303.82500	-96.58520	-161.10700	-180.51600	121.49200	102.55500	160.92000	-169.44100	-78.99730	-182.11800	170.78000	22.56420	145.85400
-993.80400	-89.56340	-261.65800	-241.57200	139.81300	297.57700	303.83400	-96.57280	-161.09700	-180.50000	121.50200	102.57100	160.93900	-169.42400	-78.99500	-182.10300	170.79800	22.57240	145.87200
-993.70400	-89.54910	-261.62800	-241.54100	139.81600	297.58700	303.84300	-96.56040	-161.08600	-180.48300	121.51200	102.58800	160.95800	-169.40600	-78.99270	-182.08800	170.81600	22.58060	145.89100
-993.60400	-89.53480	-261.59800	-241.51000	139.81900	297.59600	303.85200	-96.54790	-161.07600	-180.46700	121.52200	102.60500	160.97700	-169.38900	-78.99040	-182.07300	170.83300	22.58890	145.91000
-993.50400	-89.52050	-261.56700	-241.47900	139.82300	297.60600	303.86100	-96.53550	-161.06500	-180.45000	121.53200	102.62200	160.99600	-169.37100	-78.98810	-182.05800	170.85100	22.59710	145.92900
-993.40400	-89.50620	-261.53700	-241.44800	139.82600	297.61600	303.87000	-96.52310	-161.05500	-180.43400	121.54200	102.63900	161.01500	-169.35400	-78.98580	-182.04300	170.86800	22.60530	145.94800
-993.30500	-89.49190	-261.50600	-241.41700	139.82900	297.62600	303.87900	-96.51060	-161.04400	-180.41700	121.55300	102.65600	161.03400	-169.33600	-78.98350	-182.02800	170.88600	22.61350	145.96700
-993.20500	-89.47760	-261.47600	-241.38600	139.83300	297.63600	303.88800	-96.49820	-161.03400	-180.40100	121.56300	102.67300	161.05300	-169.31900	-78.98120	-182.01300	170.90400	22.62170	145.98600
-993.10500	-89.46330	-261.44500	-241.35400	139.83600	297.64500	303.89700	-96.48580	-161.02300	-180.38400	121.57300	102.69000	161.07200	-169.30100	-78.97880	-181.99800	170.92100	22.63000	146.00500
-993.00500	-89.44900	-261.41500	-241.32300	139.83900	297.65500	303.90700	-96.47330	-161.01300	-180.36800	121.58300	102.70600	161.09100	-169.28400	-78.97650	-181.98300	170.93900	22.63820	146.02400
-992.90500	-89.43470	-261.38400	-241.29200	139.84300	297.66500	303.91600	-96.46090	-161.00200	-180.35100	121.59300	102.72300	161.11000	-169.26600	-78.97420	-181.96800	170.95700	22.64640	146.04300
-992.80500	-89.42040	-261.35400	-241.26100	139.84600	297.67500	303.92500	-96.44850	-160.99200	-180.33500	121.60300	102.74000	161.12800	-169.24900	-78.97190	-181.95400	170.97400	22.65460	146.06200
-992.70500	-89.40610	-261.32400	-241.23000	139.85000	297.68500	303.93400	-96.43600	-160.98100	-180.31800	121.61300	102.75700	161.14700	-169.23100	-78.96960	-181.93900	170.99200	22.66290	146.08100
-992.60500	-89.39180	-261.29300	-241.19900	139.85300	297.69500	303.94300	-96.42360	-160.97100	-180.30200	121.62300	102.77400	161.16600	-169.21400	-78.96730	-181.92400	171.00900	22.67110	146.10000
-992.50500	-89.37750	-261.26300	-241.16800	139.85600	297.70400	303.95200	-96.41120	-160.96000	-180.28500	121.63400	102.79100	161.18500	-169.19600	-78.96490	-181.90900	171.02700	22.67930	146.11900
-992.40500	-89.36320	-261.23200	-241.13700	139.86000	297.71400	303.96100	-96.39870	-160.95000	-180.26900	121.64400	102.80800	161.20400	-169.17900	-78.96260	-181.89400	171.04500	22.68760	146.13800
-992.30500	-89.34890	-261.20200	-241.10600	139.86300	297.72400	303.97000	-96.38630	-160.93900	-180.25200	121.65400	102.82500	161.22300	-169.16100	-78.96030	-181.87900	171.06200	22.69580	146.15700
-992.20500	-89.33460	-261.17100	-241.07500	139.86600	297.73400	303.97900	-96.37380	-160.92900	-180.23600	121.66400	102.84200	161.24200	-169.14400	-78.95800	-181.86400	171.08000	22.70400	146.17600
-992.10500	-89.32040	-261.14100	-241.04400	139.87000	297.74400	303.98800	-96.36140	-160.91800	-180.21900	121.67400	102.85900	161.26100	-169.12600	-78.95570	-181.84900	171.09800	22.71230	146.19500
-992.00500	-89.30600	-261.11100	-241.01200	139.87300	297.75400	303.99700	-96.34890	-160.90800	-180.20300	121.68400	102.87600	161.28000	-169.10900	-78.95330	-181.83400	171.11500	22.72050	146.21400
-991.90500	-89.29170	-261.08000	-240.98100	139.87600	297.76300	304.00600	-96.33650	-160.89700	-180.18600	121.69400	102.89200	161.29900	-169.09100	-78.95100	-181.81900	171.13300	22.72880	146.23300
-991.80500	-89.27740	-261.05000	-240.95000	139.88000	297.77300	304.01500	-96.32410	-160.88700	-180.17000	121.70400	102.90900	161.31800	-169.07400	-78.94870	-181.80400	171.15100	22.73700	146.25200
-991.70500	-89.26310	-261.01900	-240.91900	139.88300	297.78300	304.02500	-96.31160	-160.87600	-180.15300	121.71500	102.92600	161.33700	-169.05600	-78.94640	-181.78900	171.16800	22.74530	146.27100
-991.60500	-89.24880	-260.98900	-240.88800	139.88700	297.79300	304.03400	-96.29920	-160.86500	-180.13700	121.72500	102.94300	161.35600	-169.03900	-78.94400	-181.77400	171.18600	22.75350	146.29000
-991.50500	-89.23450	-260.95800	-240.85700	139.89000	297.80300	304.04300	-96.28670	-160.85500	-180.12000	121.73500	102.96000	161.37500	-169.02100	-78.94170	-181.75900	171.20400	22.76180	146.30900
-991.40500	-89.22020	-260.92800	-240.82600	139.89300	297.81300	304.05200	-96.27430	-160.84400	-180.10400	121.74500	102.97700	161.39400	-169.00400	-78.93940	-181.74400	171.22100	22.77000	146.32800
-991.30500	-89.20590	-260.89700	-240.79500	139.89700	297.82300	304.06100	-96.26180	-160.83400	-180.08700	121.75500	102.99400	161.41300	-168.98600	-78.93700	-181.72900	171.23900	22.77830	146.34700
-991.20500	-89.19150	-260.86700	-240.76400	139.90000	297.83200	304.07000	-96.24940	-160.82300	-180.07100	121.76500	103.01100	161.43200	-168.96900	-78.93470	-181.71400	171.25700	22.78650	146.36600
-991.10500	-89.17720	-260.83600	-240.73300	139.90300	297.84200	304.07900	-96.23690	-160.81300	-180.05400	121.77500	103.02800	161.45100	-168.95100	-78.93240	-181.69900	171.27400	22.79480	146.38500
-991.00500	-89.16290	-260.80600	-240.70100	139.90700	297.85200	304.08800	-96.22440	-160.80200	-180.03800	121.78600	103.04500	161.47000	-168.93400	-78.93010	-181.68400	171.29200	22.80310	146.40400
-990.90500	-89.14860	-260.77500	-240.67000	139.91000	297.86200	304.09700	-96.21200	-160.79200	-180.02100	121.79600	103.06200	161.48900	-168.91600	-78.92770	-181.66900	171.31000	22.81130	146.42300
-990.80500	-89.13430	-260.74500	-240.63900	139.91400	297.87200	304.10600	-96.19950	-160.78100	-180.00500	121.80600	103.07900	161.50800	-168.89900	-78.92540	-181.65400	171.32700	22.81960	146.44200
-990.70500	-89.12000	-260.71500	-240.60800	139.91700	297.88200	304.11600	-96.18710	-160.77100	-179.98800	121.81600	103.09600	161.52700	-168.88100	-78.92310	-181.63900	171.34500	22.82790	146.46100
-990.60500	-89.10570	-260.68400	-240.57700	139.92000	297.89200	304.12500	-96.17460	-160.76000	-179.97200	121.82600	103.11300	161.54600	-168.86400	-78.92070	-181.62400	171.36300	22.83610	146.48000
-990.50500	-89.09140	-260.65400	-240.54600	139.92400	297.90100	304.13400	-96.16220	-160.75000	-179.95500	121.83600	103.13000	161.56500	-168.84600	-78.91840	-181.60900	171.38100	22.84440	146.49900
-990.40500	-89.07700	-260.62300	-240.51500	139.92700	297.91100	304.14300	-96.14970	-160.73900	-179.93900	121.84700	103.14700	161.58400	-168.82900	-78.91600	-181.59400	171.39800	22.85270	146.51800
-990.30500	-89.06270	-260.59300	-240.48400	139.93000	297.92100	304.15200	-96.13720	-160.72800	-179.92200	121.85700	103.16400	161.60300	-168.81100	-78.91370	-181.57900	171.41600	22.86090	146.53700
-990.20500	-89.04840	-260.56200	-240.45300	139.93400	297.93100	304.16100	-96.12480	-160.71800	-179.90600	121.86700	103.18100	161.62200	-168.79400	-78.91140	-181.56400	171.43400	22.86920	146.55600
-990.10500	-89.03410	-260.53200	-240.42200	139.93700	297.94100	304.17000	-96.11230	-160.70700	-179.88900	121.87700	103.19800	161.64100	-168.77600	-78.90900	-181.54900	171.45100	22.87750	146.57500
-990.00500	-89.01980	-260.50100	-240.39100	139.94100	297.95100	304.17900	-96.09980	-160.69700	-179.87300	121.88700	103.21500	161.66000	-168.75900	-78.90670	-181.53500	171.46900	22.88580	146.59400
-989.90500	-89.00550	-260.47100	-240.35900	139.94400	297.96100	304.18900	-96.08740	-160.68600	-179.85600	121.89700	103.23200	161.67900	-168.74100	-78.90440	-181.52000	171.48700	22.89410	146.61300
-989.80500	-88.99120	-260.44000	-240.32800	139.94700	297.97100	304.19800	-96.07490	-160.67600	-179.84000	121.90700	103.24900	161.69800	-168.72300	-78.90200	-181.50500	171.50500	22.90240	146.63200
-989.70500	-88.97690	-260.41000	-240.29700	139.95100	297.98100	304.20700	-96.06240	-160.66500	-179.82300	121.91800	103.26600	161.71700	-168.70600	-78.89970	-181.49000	171.52200	22.91060	146.65100
-989.60500	-88.96250	-260.37900	-240.26600	139.95400	297.99100	304.21600	-96.05000	-160.65500	-179.80600	121.92800	103.28300	161.73600	-168.68800	-78.89730	-181.47500	171.54000	22.91890	146.67000
-989.50500	-88.94820	-260.34900	-240.23500	139.95700	298.00000	304.22500	-96.03750	-160.64400	-179.79000	121.93800	103.30000	161.75500	-168.67100	-78.89500	-181.46000	171.55800	22.92720	146.68900
-989.40500	-88.93390	-260.31800	-240.20400	139.96100	298.01000	304.23400	-96.02500	-160.63300	-179.77300	121.94800	103.31700	161.77400	-168.65300	-78.89260	-181.44500	171.57500	22.93550	146.70800
-989.30500	-88.91960	-260.28800	-240.17300	139.96400	298.02000	304.24300	-96.01260	-160.62300	-179.75700	121.95800	103.33400	161.79300	-168.63600	-78.89030	-181.43000	171.59300	22.94380	146.72800
-989.20600	-88.90530	-260.25700	-240.14200	139.96800	298.03000	304.25300	-96.00010	-160.61200	-179.74000	121.96800	103.35100	161.81200	-168.61800	-78.88790	-181.41500	171.61100	22.95210	146.74700
-989.10600	-88.89100	-260.22700	-240.11000	139.97100	298.04000	304.26200	-95.98760	-160.60200	-179.72400	121.97900	103.36800	161.83100	-168.60100	-78.88560	-181.40000	171.62900	22.96040	146.76600
-989.00600	-88.87670	-260.19700	-240.07900	139.97400	298.05000	304.27100	-95.97510	-160.59100	-179.70700	121.98900	103.38500	161.85000	-168.58300	-78.88320	-181.38500	171.64600	22.96870	146.78500
-988.90600	-88.86240	-260.16600	-240.04800	139.97800	298.06000	304.28000	-95.96270	-160.58100	-179.69100	121.99900	103.40200	161.86900	-168.56600	-78.88090	-181.37000	171.66400	22.97700	146.80400
-988.80600	-88.84800	-260.13600	-240.01700	139.98100	298.07000	304.28900	-95.95020	-160.57000	-179.67400	122.00900	103.41900	161.88800	-168.54800	-78.87850	-181.35400	171.68200	22.98530	146.82300
-988.70600	-88.83370	-260.10500	-239.98600	139.98500	298.08000	304.29800	-95.93770	-160.55900	-179.65800	122.01900	103.43600	161.90700	-168.53000	-78.87620	-181.33900	171.70000	22.99360	146.84200
-988.60600	-88.81940	-260.07500	-239.95500	139.98800	298.09000	304.30700	-95.92520	-160.54900	-179.64100	122.03000	103.45300	161.92600	-168.51300	-78.87380	-181.32400	171.71700	23.00190	146.86100
-988.50600	-88.80510	-260.04400	-239.92400	139.99100	298.10000	304.31700	-95.91270	-160.53800	-179.62400	122.04000	103.47000	161.94500	-168.49500	-78.87150	-181.30900	171.73500	23.01020	146.88000
-988.40600	-88.79080	-260.01400	-239.89300	139.99500	298.10900	304.32600	-95.90030	-160.52800	-179.60800	122.05000	103.48700	161.96400	-168.47800	-78.86910	-181.29400	171.75300	23.01860	146.89900
-988.30600	-88.77650	-259.98300	-239.86100	139.99800	298.11900	304.33500	-95.88780	-160.51700	-179.59100	122.06000	103.50400	161.98300	-168.46000	-78.86680	-181.27900	171.77100	23.02690	146.91900
-988.20600	-88.76220	-259.95300	-239.83000	140.00200	298.12900	304.34400	-95.87530	-160.50700	-179.57500	122.07000	103.52100	162.00300	-168.44300	-78.86440	-181.26400	171.78800	23.03520	146.93800
-988.10600	-88.74790	-259.92200	-239.79900	140.00500	298.13900	304.35300	-95.86280	-160.49600	-179.55800	122.08000	103.53800	162.02200	-168.42500	-78.86210	-181.24900	171.80600	23.04350	146.95700
-988.00600	-88.73350	-259.89200	-239.76800	140.00800	298.14900	304.36200	-95.85030	-160.48500	-179.54200	122.09100	103.55500	162.04100	-168.40700	-78.85970	-181.23400	171.82400	23.05180	146.97600
-987.90600	-88.71920	-259.86100	-239.73700	140.01200	298.15900	304.37200	-95.83780	-160.47500	-179.52500	122.10100	103.57200	162.06000	-168.39000	-78.85740	-181.21900	171.84200	23.06010	146.99500
-987.80600	-88.70490	-259.83100	-239.70600	140.01500	298.16900	304.38100	-95.82530	-160.46400	-179.50800	122.11100	103.58900	162.07900	-168.37200	-78.85500	-181.20400	171.85900	23.06850	147.01400
-987.70600	-88.69060	-259.80000	-239.67500	140.01900	298.17900	304.39000	-95.81290	-160.45400	-179.49200	122.12100	103.60600	162.09800	-168.35500	-78.85260	-181.18900	171.87700	23.07680	147.03300
-987.60600	-88.67630	-259.77000	-239.64400	140.02200	298.18900	304.39900	-95.80040	-160.44300	-179.47500	122.13100	103.62300	162.11700	-168.33700	-78.85030	-181.17400	171.89500	23.08510	147.05200
-987.50600	-88.66200	-259.73900	-239.61200	140.02500	298.19900	304.40800	-95.78790	-160.43200	-179.45900	122.14200	103.64000	162.13600	-168.32000	-78.84790	-181.15900	171.91300	23.09350	147.07200
-987.40600	-88.64770	-259.70900	-239.58100	140.02900	298.20900	304.41800	-95.77540	-160.42200	-179.44200	122.15200	103.65700	162.15500	-168.30200	-78.84560	-181.14400	171.93100	23.10180	147.09100
-987.30600	-88.63330	-259.67800	-239.55000	140.03200	298.21900	304.42700	-95.76290	-160.41100	-179.42600	122.16200	103.67500	162.17400	-168.28400	-78.84320	-181.12900	171.94800	23.11010	147.11000
-987.20600	-88.61900	-259.64800	-239.51900	140.03600	298.22900	304.43600	-95.75040	-160.40100	-179.40900	122.17200	103.69200	162.19300	-168.26700	-78.84080	-181.11400	171.96600	23.11840	147.12900
-987.10600	-88.60470	-259.61700	-239.48800	140.03900	298.23900	304.44500	-95.73790	-160.39000	-179.39200	122.18200	103.70900	162.21300	-168.24900	-78.83850	-181.09900	171.98400	23.12680	147.14800
-987.00600	-88.59030	-259.58700	-239.45700	140.04200	298.24900	304.45400	-95.72540	-160.37900	-179.37600	122.19300	103.72600	162.23200	-168.23200	-78.83610	-181.08400	172.00200	23.13510	147.16700
