time	x_f	y_f	z_f	Vx_f	Vy_f	Vz_f	x_nf	y_nf	z_nf	Vx_nf	Vy_nf	Vz_nf	x_kepl	y_kepl	z_kepl	Vx_kepl	Vy_kepl	Vz_kepl
-1000.00000	-119.29200	-160.14000	-59.94580	332.18700	388.01600	213.78800	-102.94200	-121.52800	-65.20540	245.31800	224.23800	208.28400	-108.09100	-69.45890	-115.52000	234.15400	88.20760	300.62000
-999.90300	-119.25800	-160.10000	-59.92400	332.21200	388.04900	213.80000	-102.91700	-121.50500	-65.18410	245.35500	224.28200	208.30700	-108.06700	-69.44980	-115.48900	234.19300	88.23250	300.66100
-999.80300	-119.22400	-160.06100	-59.90210	332.23600	388.08200	213.81300	-102.89200	-121.48200	-65.16270	245.39200	224.32600	208.33100	-108.04300	-69.44080	-115.45900	234.23100	88.25740	300.70200
-999.70300	-119.19000	-160.02100	-59.88020	332.26000	388.11400	213.82500	-102.86600	-121.45900	-65.14140	245.42900	224.37000	208.35500	-108.01900	-69.43180	-115.42800	234.27000	88.28230	300.74400
-999.60300	-119.15600	-159.98100	-59.85840	332.28500	388.14700	213.83700	-102.84100	-121.43600	-65.12010	245.46700	224.41400	208.37800	-107.99500	-69.42270	-115.39700	234.30900	88.30720	300.78500
-999.50300	-119.12200	-159.94200	-59.83650	332.30900	388.18000	213.84900	-102.81600	-121.41400	-65.09880	245.50400	224.45800	208.40200	-107.97100	-69.41370	-115.36600	234.34800	88.33210	300.82700
-999.40300	-119.08800	-159.90200	-59.81460	332.33300	388.21200	213.86200	-102.79100	-121.39100	-65.07750	245.54100	224.50200	208.42600	-107.94700	-69.40470	-115.33600	234.38600	88.35710	300.86800
-999.30300	-119.05400	-159.86200	-59.79280	332.35800	388.24500	213.87400	-102.76600	-121.36800	-65.05620	245.57900	224.54600	208.44900	-107.92300	-69.39560	-115.30500	234.42500	88.38200	300.91000
-999.20300	-119.02000	-159.82200	-59.77090	332.38200	388.27800	213.88600	-102.74100	-121.34500	-65.03490	245.61600	224.59000	208.47300	-107.89900	-69.38660	-115.27400	234.46400	88.40700	300.95100
-999.10300	-118.98600	-159.78300	-59.74900	332.40700	388.31100	213.89800	-102.71600	-121.32200	-65.01350	245.65300	224.63400	208.49700	-107.87500	-69.37760	-115.24300	234.50300	88.43200	300.99300
-999.00300	-118.95200	-159.74300	-59.72710	332.43100	388.34400	213.91100	-102.69100	-121.29900	-64.99220	245.69100	224.67800	208.52000	-107.85100	-69.36850	-115.21200	234.54200	88.45700	301.03400
-998.90300	-118.91800	-159.70300	-59.70520	332.45600	388.37600	213.92300	-102.66600	-121.27600	-64.97090	245.72800	224.72300	208.54400	-107.82700	-69.35950	-115.18200	234.58100	88.48200	301.07600
-998.80300	-118.88400	-159.66400	-59.68340	332.48000	388.40900	213.93500	-102.64000	-121.25300	-64.94960	245.76600	224.76700	208.56800	-107.80300	-69.35040	-115.15100	234.62000	88.50710	301.11700
-998.70300	-118.85000	-159.62400	-59.66150	332.50400	388.44200	213.94700	-102.61500	-121.23000	-64.92820	245.80300	224.81100	208.59100	-107.77900	-69.34140	-115.12000	234.65900	88.53210	301.15900
-998.60300	-118.81600	-159.58400	-59.63960	332.52900	388.47500	213.96000	-102.59000	-121.20700	-64.90690	245.84100	224.85500	208.61500	-107.75500	-69.33230	-115.08900	234.69800	88.55720	301.20100
-998.50300	-118.78200	-159.54400	-59.61770	332.55300	388.50800	213.97200	-102.56500	-121.18400	-64.88560	245.87800	224.90000	208.63900	-107.73100	-69.32330	-115.05800	234.73700	88.58230	301.24200
-998.40300	-118.74800	-159.50500	-59.59580	332.57800	388.54100	213.98400	-102.54000	-121.16100	-64.86420	245.91600	224.94400	208.66200	-107.70700	-69.31420	-115.02800	234.77600	88.60740	301.28400
-998.30300	-118.71400	-159.46500	-59.57400	332.60200	388.57400	213.99700	-102.51500	-121.13800	-64.84290	245.95300	224.98800	208.68600	-107.68300	-69.30510	-114.99700	234.81500	88.63250	301.32500
-998.20300	-118.68000	-159.42500	-59.55210	332.62700	388.60700	214.00900	-102.49000	-121.11500	-64.82150	245.99100	225.03300	208.71000	-107.65900	-69.29610	-114.96600	234.85400	88.65760	301.36700
-998.10300	-118.64600	-159.38500	-59.53020	332.65200	388.64000	214.02100	-102.46400	-121.09200	-64.80020	246.02800	225.07700	208.73400	-107.63500	-69.28700	-114.93500	234.89300	88.68270	301.40900
-998.00300	-118.61200	-159.34600	-59.50830	332.67600	388.67300	214.03400	-102.43900	-121.06900	-64.77880	246.06600	225.12100	208.75700	-107.61100	-69.27790	-114.90400	234.93200	88.70790	301.45100
-997.90300	-118.57800	-159.30600	-59.48640	332.70100	388.70600	214.04600	-102.41400	-121.04600	-64.75750	246.10300	225.16600	208.78100	-107.58700	-69.26890	-114.87400	234.97100	88.73300	301.49200
-997.80300	-118.54400	-159.26600	-59.46450	332.72500	388.73900	214.05800	-102.38900	-121.02300	-64.73610	246.14100	225.21000	208.80500	-107.56300	-69.25980	-114.84300	235.01000	88.75820	301.53400
-997.70300	-118.51000	-159.22600	-59.44260	332.75000	388.77200	214.07100	-102.36400	-121.00000	-64.71480	246.17900	225.25500	208.82900	-107.53900	-69.25070	-114.81200	235.04900	88.78340	301.57600
-997.60300	-118.47600	-159.18700	-59.42070	332.77400	388.80500	214.08300	-102.33900	-120.97700	-64.69340	246.21600	225.29900	208.85200	-107.51500	-69.24160	-114.78100	235.08800	88.80860	301.61800
-997.50300	-118.44200	-159.14700	-59.39880	332.79900	388.83800	214.09500	-102.31300	-120.95400	-64.67210	246.25400	225.34400	208.87600	-107.49100	-69.23250	-114.75000	235.12700	88.83380	301.65900
-997.40400	-118.40800	-159.10700	-59.37690	332.82400	388.87100	214.10800	-102.28800	-120.93000	-64.65070	246.29100	225.38800	208.90000	-107.46700	-69.22340	-114.71900	235.16600	88.85900	301.70100
-997.30400	-118.37400	-159.06700	-59.35500	332.84800	388.90400	214.12000	-102.26300	-120.90700	-64.62930	246.32900	225.43300	208.92400	-107.44300	-69.21440	-114.68800	235.20600	88.88430	301.74300
-997.20400	-118.34000	-159.02800	-59.33310	332.87300	388.93700	214.13200	-102.23800	-120.88400	-64.60800	246.36700	225.47700	208.94800	-107.41900	-69.20530	-114.65800	235.24500	88.90950	301.78500
-997.10400	-118.30600	-158.98800	-59.31120	332.89800	388.97000	214.14500	-102.21300	-120.86100	-64.58660	246.40500	225.52200	208.97200	-107.39500	-69.19620	-114.62700	235.28400	88.93480	301.82700
-997.00400	-118.27200	-158.94800	-59.28930	332.92200	389.00400	214.15700	-102.18700	-120.83800	-64.56520	246.44200	225.56700	208.99500	-107.37100	-69.18710	-114.59600	235.32300	88.96010	301.86900
