time	x_f	y_f	z_f	Vx_f	Vy_f	Vz_f	x_nf	y_nf	z_nf	Vx_nf	Vy_nf	Vz_nf	x_kepl	y_kepl	z_kepl	Vx_kepl	Vy_kepl	Vz_kepl
-1000.00000	-145.80100	-187.79400	-68.12030	323.99100	366.34200	189.56100	-122.93500	-136.49800	-73.80390	227.73400	193.99200	180.83200	-130.03700	-75.16360	-129.93500	219.66400	71.31580	261.19400
-999.90300	-145.76800	-187.75700	-68.10090	324.00900	366.36500	189.56900	-122.91100	-136.47800	-73.78540	227.76400	194.02400	180.85000	-130.01400	-75.15630	-129.90900	219.69400	71.33350	261.22500
-999.80300	-145.73500	-187.71900	-68.08150	324.02700	366.38800	189.57800	-122.88800	-136.45800	-73.76690	227.79300	194.05700	180.86700	-129.99200	-75.14900	-129.88200	219.72500	71.35120	261.25500
-999.70300	-145.70200	-187.68200	-68.06210	324.04500	366.41100	189.58600	-122.86500	-136.43800	-73.74840	227.82200	194.08900	180.88500	-129.96900	-75.14170	-129.85500	219.75600	71.36900	261.28600
-999.60300	-145.66800	-187.64400	-68.04270	324.06300	366.43400	189.59400	-122.84100	-136.41900	-73.72990	227.85200	194.12200	180.90200	-129.94700	-75.13440	-129.82900	219.78600	71.38670	261.31700
-999.50300	-145.63500	-187.60700	-68.02330	324.08000	366.45700	189.60300	-122.81800	-136.39900	-73.71140	227.88100	194.15400	180.92000	-129.92400	-75.12710	-129.80200	219.81700	71.40450	261.34700
-999.40300	-145.60200	-187.56900	-68.00390	324.09800	366.48000	189.61100	-122.79500	-136.37900	-73.69290	227.91000	194.18700	180.93700	-129.90200	-75.11980	-129.77500	219.84800	71.42230	261.37800
-999.30300	-145.56900	-187.53200	-67.98450	324.11600	366.50300	189.61900	-122.77100	-136.35900	-73.67440	227.93900	194.21900	180.95500	-129.87900	-75.11250	-129.74800	219.87900	71.44000	261.40900
-999.20300	-145.53600	-187.49400	-67.96510	324.13400	366.52600	189.62800	-122.74800	-136.33900	-73.65590	227.96900	194.25200	180.97300	-129.85700	-75.10520	-129.72200	219.90900	71.45780	261.44000
-999.10300	-145.50300	-187.45700	-67.94570	324.15200	366.55000	189.63600	-122.72500	-136.31900	-73.63740	227.99800	194.28500	180.99000	-129.83400	-75.09790	-129.69500	219.94000	71.47560	261.47000
