time	x_f	y_f	z_f	Vx_f	Vy_f	Vz_f	x_nf	y_nf	z_nf	Vx_nf	Vy_nf	Vz_nf	x_kepl	y_kepl	z_kepl	Vx_kepl	Vy_kepl	Vz_kepl
-993.60400	-22.65490	-83.62140	-33.82550	230.71800	572.90100	382.40600	-22.83640	-72.78640	-35.66200	219.98600	431.77200	380.19700	-33.69580	-49.40260	-60.51220	269.40700	212.41400	508.65800
-993.50400	-22.63130	-83.56280	-33.78640	230.76900	573.09100	382.48300	-22.81390	-72.74230	-35.62310	220.05600	431.99500	380.30600	-33.66820	-49.38080	-60.46020	269.50900	212.56200	508.84000
-993.40400	-22.60770	-83.50420	-33.74730	230.82100	573.28100	382.56000	-22.79140	-72.69810	-35.58420	220.12600	432.21800	380.41500	-33.64070	-49.35910	-60.40810	269.61000	212.71100	509.02200
-993.30500	-22.58410	-83.44550	-33.70810	230.87300	573.47200	382.63700	-22.76880	-72.65390	-35.54530	220.19600	432.44100	380.52400	-33.61310	-49.33730	-60.35610	269.71100	212.86000	509.20400
-993.20500	-22.56050	-83.38690	-33.66900	230.92400	573.66300	382.71400	-22.74630	-72.60960	-35.50640	220.26600	432.66500	380.63400	-33.58550	-49.31550	-60.30400	269.81300	213.00900	509.38600
-993.10500	-22.53680	-83.32820	-33.62990	230.97600	573.85400	382.79100	-22.72380	-72.56540	-35.46740	220.33600	432.88900	380.74300	-33.55790	-49.29380	-60.25190	269.91400	213.15800	509.56900
-993.00500	-22.51320	-83.26950	-33.59070	231.02800	574.04600	382.86800	-22.70130	-72.52110	-35.42850	220.40700	433.11300	380.85300	-33.53030	-49.27190	-60.19980	270.01600	213.30800	509.75100
-992.90500	-22.48960	-83.21080	-33.55160	231.08000	574.23800	382.94600	-22.67870	-72.47680	-35.38950	220.47700	433.33800	380.96300	-33.50270	-49.25010	-60.14760	270.11800	213.45800	509.93500
-992.80500	-22.46600	-83.15200	-33.51240	231.13200	574.43000	383.02300	-22.65620	-72.43240	-35.35060	220.54700	433.56300	381.07300	-33.47500	-49.22830	-60.09550	270.22000	213.60800	510.11800
-992.70500	-22.44230	-83.09330	-33.47320	231.18400	574.62300	383.10100	-22.63360	-72.38810	-35.31160	220.61800	433.78800	381.18200	-33.44740	-49.20640	-60.04330	270.32300	213.75800	510.30100
-992.60500	-22.41870	-83.03450	-33.43400	231.23600	574.81600	383.17800	-22.61100	-72.34370	-35.27260	220.68800	434.01400	381.29300	-33.41980	-49.18460	-59.99110	270.42500	213.90900	510.48500
-992.50500	-22.39500	-82.97570	-33.39480	231.28800	575.00900	383.25600	-22.58850	-72.29930	-35.23360	220.75900	434.24000	381.40300	-33.39210	-49.16270	-59.93890	270.52700	214.06000	510.66900
-992.40500	-22.37140	-82.91690	-33.35560	231.34000	575.20200	383.33400	-22.56590	-72.25490	-35.19460	220.83000	434.46600	381.51300	-33.36440	-49.14080	-59.88660	270.63000	214.21100	510.85300
-992.30500	-22.34770	-82.85800	-33.31640	231.39200	575.39600	383.41200	-22.54330	-72.21050	-35.15560	220.90100	434.69300	381.62400	-33.33670	-49.11890	-59.83440	270.73300	214.36200	511.03800
-992.20500	-22.32400	-82.79920	-33.27720	231.44500	575.59000	383.49000	-22.52070	-72.16600	-35.11650	220.97100	434.92000	381.73400	-33.30900	-49.09690	-59.78210	270.83600	214.51400	511.22300
-992.10500	-22.30040	-82.74030	-33.23800	231.49700	575.78500	383.56800	-22.49810	-72.12150	-35.07750	221.04200	435.14800	381.84500	-33.28130	-49.07500	-59.72980	270.93900	214.66600	511.40700
-992.00500	-22.27670	-82.68140	-33.19880	231.55000	575.98000	383.64600	-22.47550	-72.07700	-35.03840	221.11400	435.37600	381.95600	-33.25360	-49.05300	-59.67750	271.04200	214.81800	511.59300
-991.90500	-22.25300	-82.62250	-33.15950	231.60200	576.17500	383.72400	-22.45290	-72.03240	-34.99930	221.18500	435.60400	382.06600	-33.22590	-49.03110	-59.62520	271.14500	214.97100	511.77800
-991.80500	-22.22930	-82.56360	-33.12030	231.65500	576.37000	383.80300	-22.43020	-71.98790	-34.96030	221.25600	435.83200	382.17700	-33.19820	-49.00910	-59.57280	271.24900	215.12300	511.96400
-991.70500	-22.20560	-82.50460	-33.08100	231.70700	576.56600	383.88100	-22.40760	-71.94330	-34.92120	221.32700	436.06100	382.28900	-33.17040	-48.98700	-59.52040	271.35200	215.27600	512.15000
-991.60500	-22.18190	-82.44560	-33.04180	231.76000	576.76200	383.96000	-22.38500	-71.89870	-34.88210	221.39900	436.29100	382.40000	-33.14270	-48.96500	-59.46810	271.45600	215.43000	512.33600
-991.50500	-22.15820	-82.38660	-33.00250	231.81300	576.95900	384.03800	-22.36230	-71.85410	-34.84300	221.47000	436.52000	382.51100	-33.11490	-48.94300	-59.41570	271.56000	215.58300	512.52200
-991.40500	-22.13450	-82.32760	-32.96320	231.86600	577.15500	384.11700	-22.33970	-71.80940	-34.80380	221.54200	436.75000	382.62300	-33.08710	-48.92090	-59.36320	271.66400	215.73700	512.70900
-991.30500	-22.11080	-82.26860	-32.92390	231.91900	577.35200	384.19600	-22.31700	-71.76470	-34.76470	221.61300	436.98100	382.73400	-33.05930	-48.89890	-59.31080	271.76800	215.89100	512.89600
-991.20500	-22.08710	-82.20950	-32.88460	231.97200	577.55000	384.27500	-22.29430	-71.72000	-34.72560	221.68500	437.21100	382.84600	-33.03150	-48.87680	-59.25830	271.87300	216.04500	513.08300
-991.10500	-22.06330	-82.15040	-32.84530	232.02500	577.74800	384.35400	-22.27170	-71.67530	-34.68640	221.75700	437.44300	382.95800	-33.00370	-48.85470	-59.20580	271.97700	216.20000	513.27000
-991.00500	-22.03960	-82.09130	-32.80600	232.07800	577.94600	384.43300	-22.24900	-71.63050	-34.64720	221.82900	437.67400	383.07000	-32.97590	-48.83260	-59.15330	272.08200	216.35500	513.45800
-990.90500	-22.01590	-82.03220	-32.76670	232.13100	578.14400	384.51300	-22.22630	-71.58580	-34.60800	221.90100	437.90600	383.18200	-32.94810	-48.81040	-59.10080	272.18600	216.51000	513.64600
-990.80500	-21.99210	-81.97310	-32.72740	232.18500	578.34300	384.59200	-22.20360	-71.54100	-34.56880	221.97300	438.13800	383.29400	-32.92020	-48.78830	-59.04830	272.29100	216.66500	513.83400
-990.70500	-21.96840	-81.91390	-32.68800	232.23800	578.54200	384.67100	-22.18090	-71.49610	-34.52960	222.04500	438.37100	383.40700	-32.89240	-48.76610	-58.99570	272.39600	216.82100	514.02200
-990.60500	-21.94460	-81.85480	-32.64870	232.29200	578.74100	384.75100	-22.15820	-71.45130	-34.49040	222.11700	438.60400	383.51900	-32.86450	-48.74390	-58.94310	272.50100	216.97700	514.21100
-990.50500	-21.92090	-81.79560	-32.60930	232.34500	578.94100	384.83000	-22.13550	-71.40640	-34.45120	222.19000	438.83700	383.63200	-32.83660	-48.72170	-58.89050	272.60700	217.13300	514.40000
-990.40500	-21.89710	-81.73630	-32.57000	232.39900	579.14100	384.91000	-22.11270	-71.36150	-34.41190	222.26200	439.07100	383.74500	-32.80870	-48.69950	-58.83790	272.71200	217.28900	514.58900
-990.30500	-21.87330	-81.67710	-32.53060	232.45200	579.34200	384.99000	-22.09000	-71.31660	-34.37270	222.33500	439.30500	383.85700	-32.78080	-48.67730	-58.78530	272.81800	217.44600	514.77800
-990.20500	-21.84950	-81.61780	-32.49120	232.50600	579.54200	385.07000	-22.06730	-71.27170	-34.33340	222.40700	439.53900	383.97000	-32.75290	-48.65500	-58.73260	272.92300	217.60300	514.96800
-990.10500	-21.82580	-81.55860	-32.45180	232.56000	579.74400	385.15000	-22.04450	-71.22670	-34.29420	222.48000	439.77400	384.08400	-32.72500	-48.63280	-58.67990	273.02900	217.76100	515.15800
-990.00500	-21.80200	-81.49930	-32.41240	232.61400	579.94500	385.23000	-22.02170	-71.18170	-34.25490	222.55300	440.00900	384.19700	-32.69710	-48.61050	-58.62730	273.13500	217.91800	515.34800
-989.90500	-21.77820	-81.43990	-32.37300	232.66800	580.14700	385.31000	-21.99900	-71.13670	-34.21560	222.62600	440.24500	384.31000	-32.66920	-48.58820	-58.57450	273.24100	218.07600	515.53800
-989.80500	-21.75440	-81.38060	-32.33360	232.72200	580.34900	385.39000	-21.97620	-71.09170	-34.17630	222.69900	440.48100	384.42400	-32.64120	-48.56590	-58.52180	273.34800	218.23400	515.72900
-989.70500	-21.73060	-81.32120	-32.29420	232.77600	580.55100	385.47100	-21.95340	-71.04660	-34.13690	222.77200	440.71700	384.53700	-32.61320	-48.54360	-58.46900	273.45400	218.39300	515.91900
-989.60500	-21.70680	-81.26180	-32.25480	232.83000	580.75400	385.55100	-21.93060	-71.00150	-34.09760	222.84500	440.95400	384.65100	-32.58530	-48.52120	-58.41630	273.56100	218.55100	516.11100
-989.50500	-21.68300	-81.20240	-32.21540	232.88400	580.95700	385.63200	-21.90780	-70.95640	-34.05830	222.91800	441.19100	384.76500	-32.55730	-48.49890	-58.36350	273.66800	218.71000	516.30200
-989.40500	-21.65910	-81.14300	-32.17590	232.93900	581.16100	385.71300	-21.88500	-70.91130	-34.01890	222.99100	441.42800	384.87900	-32.52930	-48.47650	-58.31070	273.77500	218.87000	516.49400
-989.30500	-21.63530	-81.08360	-32.13650	232.99300	581.36500	385.79300	-21.86220	-70.86610	-33.97950	223.06500	441.66600	384.99300	-32.50130	-48.45410	-58.25780	273.88200	219.02900	516.68500
-989.20600	-21.61150	-81.02410	-32.09700	233.04700	581.56900	385.87400	-21.83940	-70.82100	-33.94020	223.13800	441.90500	385.10700	-32.47330	-48.43170	-58.20500	273.98900	219.18900	516.87800
-989.10600	-21.58760	-80.96460	-32.05750	233.10200	581.77300	385.95500	-21.81660	-70.77580	-33.90080	223.21200	442.14300	385.22100	-32.44530	-48.40920	-58.15210	274.09600	219.34900	517.07000
-989.00600	-21.56380	-80.90510	-32.01810	233.15700	581.97800	386.03600	-21.79380	-70.73050	-33.86140	223.28600	442.38200	385.33600	-32.41720	-48.38680	-58.09920	274.20400	219.50900	517.26300
-988.90600	-21.54000	-80.84560	-31.97860	233.21100	582.18400	386.11700	-21.77090	-70.68530	-33.82200	223.35900	442.62200	385.45000	-32.38920	-48.36440	-58.04630	274.31100	219.67000	517.45600
-988.80600	-21.51610	-80.78600	-31.93910	233.26600	582.38900	386.19900	-21.74810	-70.64000	-33.78250	223.43300	442.86200	385.56500	-32.36110	-48.34190	-57.99340	274.41900	219.83100	517.64900
-988.70600	-21.49220	-80.72640	-31.89960	233.32100	582.59500	386.28000	-21.72520	-70.59470	-33.74310	223.50700	443.10200	385.68000	-32.33300	-48.31940	-57.94040	274.52700	219.99200	517.84200
-988.60600	-21.46840	-80.66680	-31.86010	233.37600	582.80100	386.36100	-21.70240	-70.54940	-33.70370	223.58100	443.34200	385.79500	-32.30500	-48.29690	-57.88750	274.63500	220.15400	518.03600
-988.50600	-21.44450	-80.60720	-31.82060	233.43100	583.00800	386.44300	-21.67950	-70.50400	-33.66420	223.65500	443.58300	385.91000	-32.27690	-48.27440	-57.83450	274.74300	220.31600	518.23000
-988.40600	-21.42060	-80.54760	-31.78100	233.48600	583.21500	386.52500	-21.65660	-70.45860	-33.62470	223.72900	443.82500	386.02500	-32.24880	-48.25180	-57.78150	274.85200	220.47800	518.42400
-988.30600	-21.39670	-80.48790	-31.74150	233.54100	583.42300	386.60600	-21.63370	-70.41320	-33.58520	223.80400	444.06700	386.14100	-32.22060	-48.22930	-57.72840	274.96000	220.64000	518.61800
-988.20600	-21.37290	-80.42830	-31.70200	233.59600	583.63000	386.68800	-21.61080	-70.36780	-33.54570	223.87800	444.30900	386.25600	-32.19250	-48.20670	-57.67540	275.06900	220.80300	518.81300
-988.10600	-21.34900	-80.36860	-31.66240	233.65100	583.83800	386.77000	-21.58790	-70.32230	-33.50620	223.95300	444.55100	386.37200	-32.16440	-48.18410	-57.62230	275.17800	220.96600	519.00800
-988.00600	-21.32510	-80.30880	-31.62280	233.70700	584.04700	386.85200	-21.56500	-70.27690	-33.46670	224.02700	444.79400	386.48700	-32.13620	-48.16150	-57.56920	275.28700	221.12900	519.20300
-987.90600	-21.30120	-80.24910	-31.58330	233.76200	584.25600	386.93400	-21.54210	-70.23140	-33.42720	224.10200	445.03800	386.60300	-32.10810	-48.13890	-57.51610	275.39600	221.29300	519.39900
-987.80600	-21.27730	-80.18930	-31.54370	233.81700	584.46500	387.01700	-21.51920	-70.18580	-33.38760	224.17700	445.28100	386.71900	-32.07990	-48.11620	-57.46300	275.50500	221.45700	519.59500
-987.70600	-21.25330	-80.12950	-31.50410	233.87300	584.67400	387.09900	-21.49630	-70.14030	-33.34810	224.25100	445.52600	386.83500	-32.05170	-48.09360	-57.40980	275.61500	221.62100	519.79100
-987.60600	-21.22940	-80.06970	-31.46450	233.92900	584.88400	387.18200	-21.47330	-70.09470	-33.30850	224.32600	445.77000	386.95200	-32.02350	-48.07090	-57.35670	275.72400	221.78600	519.98700
-987.50600	-21.20550	-80.00990	-31.42490	233.98400	585.09500	387.26400	-21.45040	-70.04910	-33.26890	224.40100	446.01500	387.06800	-31.99530	-48.04820	-57.30350	275.83400	221.95000	520.18400
-987.40600	-21.18160	-79.95010	-31.38530	234.04000	585.30500	387.34700	-21.42740	-70.00350	-33.22930	224.47700	446.26000	387.18500	-31.96710	-48.02550	-57.25030	275.94400	222.11500	520.38000
-987.30600	-21.15760	-79.89020	-31.34570	234.09600	585.51600	387.43000	-21.40450	-69.95780	-33.18970	224.55200	446.50600	387.30100	-31.93890	-48.00280	-57.19700	276.05400	222.28100	520.57800
-987.20600	-21.13370	-79.83030	-31.30610	234.15200	585.72700	387.51200	-21.38150	-69.91220	-33.15010	224.62700	446.75200	387.41800	-31.91060	-47.98000	-57.14380	276.16400	222.44700	520.77500
-987.10600	-21.10970	-79.77040	-31.26640	234.20800	585.93900	387.59500	-21.35850	-69.86650	-33.11050	224.70200	446.99900	387.53500	-31.88240	-47.95730	-57.09050	276.27400	222.61300	520.97300
-987.00600	-21.08580	-79.71050	-31.22680	234.26400	586.15100	387.67800	-21.33550	-69.82070	-33.07090	224.77800	447.24600	387.65200	-31.85410	-47.93450	-57.03720	276.38500	222.77900	521.17000
